canonical_name,season_end,salary
archie goodwin,2018,1577230.0
aric holman,2022,61489.0
arinze onuaku,2017,980431.0
arinze onuaku,2018,980431.0
armoni brooks,2021,164964.0
armoni brooks,2022,2010962.0
armoni brooks,2023,53014.0
armoni brooks,2024,248454.0
arnoldas kulboka,2022,534959.0
aron baynes,2016,6500000.0
aron baynes,2017,6500000.0
aron baynes,2019,5193600.0
aron baynes,2020,5453280.0
aron baynes,2021,8530840.0
arron afflalo,2016,8000000.0
arron afflalo,2017,12500000.0
ashton hagans,2021,202438.0
ashton hagans,2024,278888.0
ausar thompson,2024,8214460.0
austin daye,2016,947276.0
austin reaves,2022,1069919.0
austin reaves,2023,1657779.0
austin reaves,2024,12372167.0
austin rivers,2016,3110796.0
austin rivers,2017,11000000.0
austin rivers,2018,12650000.0
austin rivers,2019,922943.0
austin rivers,2020,2147317.0
austin rivers,2021,4788298.0
austin rivers,2022,2777011.0
austin rivers,2023,3081038.0
avery bradley,2016,7730337.0
avery bradley,2017,8269663.0
avery bradley,2018,8808989.0
avery bradley,2019,12000000.0
avery bradley,2020,4767000.0
avery bradley,2021,6867326.0
avery bradley,2022,3054712.0
axel toupane,2017,15435.0
axel toupane,2018,1471382.0
axel toupane,2021,239926.0
ayo dosunmu,2022,1069919.0
ayo dosunmu,2023,1657779.0
ayo dosunmu,2024,6674072.0
bam adebayo,2018,2955840.0
bam adebayo,2019,2955840.0
bam adebayo,2020,3454080.0
bam adebayo,2021,6234206.0
bam adebayo,2022,32497412.0
bam adebayo,2023,32181628.0
bam adebayo,2024,33568737.0
beau beech,2017,543471.0
beau beech,2018,543471.0
ben bentil,2017,543471.0
ben bentil,2018,543471.0
ben mclemore,2016,3156600.0
ben mclemore,2017,4008882.0
ben mclemore,2018,5200000.0
ben mclemore,2019,5460000.0
ben mclemore,2020,2028594.0
ben mclemore,2021,3526442.0
ben mclemore,2022,2763255.0
ben moore,2019,1349383.0
ben moore,2020,1349383.0
ben sheppard,2024,2612561.0
ben simmons,2017,5903160.0
ben simmons,2018,6434520.0
ben simmons,2019,6434520.0
ben simmons,2020,8113930.0
ben simmons,2021,37242235.0
ben simmons,2022,38164020.0
ben simmons,2023,37585801.0
ben simmons,2024,39019371.0
bennedict mathurin,2023,6983905.0
bennedict mathurin,2024,7121584.0
beno udrih,2016,2170465.0
beno udrih,2017,980431.0
beno udrih,2018,1471382.0
bilal coulibaly,2024,6810791.0
billy garrett,2019,42634.0
bismack biyombo,2016,2814000.0
bismack biyombo,2017,17000000.0
bismack biyombo,2018,17000000.0
bismack biyombo,2019,17000000.0
bismack biyombo,2020,17000000.0
bismack biyombo,2021,4265420.0
bismack biyombo,2022,1755581.0
bismack biyombo,2023,3081038.0
bismack biyombo,2024,6378124.0
bj boston,2022,1069919.0
bj boston,2023,1657779.0
bj boston,2024,1890653.0
bj johnson,2019,42634.0
bj johnson,2022,110928.0
blake griffin,2016,18907726.0
blake griffin,2017,20140839.0
blake griffin,2018,32088932.0
blake griffin,2019,32088932.0
blake griffin,2020,34449964.0
blake griffin,2021,41313933.0
blake griffin,2022,37472385.0
blake griffin,2023,3081038.0
blake wesley,2023,2529295.0
blake wesley,2024,2579062.0
bo mccalebb,2016,525093.0
boban marjanovic,2016,1200000.0
boban marjanovic,2017,7000000.0
boban marjanovic,2018,7000000.0
boban marjanovic,2019,7000000.0
boban marjanovic,2020,3500000.0
boban marjanovic,2021,4265420.0
boban marjanovic,2022,4047216.0
boban marjanovic,2023,4348747.0
boban marjanovic,2024,2977383.0
bobby brown,2017,680534.0
bobby portis,2016,1391160.0
bobby portis,2017,1453680.0
bobby portis,2018,2494346.0
bobby portis,2019,2494346.0
bobby portis,2020,15000000.0
bobby portis,2021,4415319.0
bobby portis,2022,5027336.0
bobby portis,2023,11497073.0
bobby portis,2024,12058792.0
bogdan bogdanovic,2018,9412280.0
bogdan bogdanovic,2019,9000000.0
bogdan bogdanovic,2020,8529386.0
bogdan bogdanovic,2021,21936446.0
bogdan bogdanovic,2022,20814255.0
bogdan bogdanovic,2023,19085184.0
bogdan bogdanovic,2024,19255651.0
bojan bogdanovic,2016,3425510.0
bojan bogdanovic,2017,3730653.0
bojan bogdanovic,2018,10500000.0
bojan bogdanovic,2019,10500000.0
bojan bogdanovic,2020,17000000.0
bojan bogdanovic,2021,21753642.0
bojan bogdanovic,2022,21623698.0
bojan bogdanovic,2023,20728630.0
bojan bogdanovic,2024,20594279.0
bol bol,2021,2508359.0
bol bol,2022,2499042.0
bol bol,2023,2332633.0
bol bol,2024,2229330.0
bones hyland,2022,2424722.0
bones hyland,2023,2334245.0
bones hyland,2024,2374932.0
boris diaw,2016,7500000.0
boris diaw,2017,7000000.0
boris diaw,2018,7500000.0
brad wanamaker,2019,838464.0
brad wanamaker,2020,1445697.0
brad wanamaker,2021,2742055.0
brad wanamaker,2022,942327.0
bradley beal,2016,5694674.0
bradley beal,2017,22116750.0
bradley beal,2018,25434263.0
bradley beal,2019,25434263.0
bradley beal,2020,27093019.0
bradley beal,2021,35039541.0
bradley beal,2022,38996895.0
bradley beal,2023,45888469.0
bradley beal,2024,48130468.0
brady heslip,2017,543471.0
brady heslip,2018,543471.0
brandan wright,2016,5464000.0
brandan wright,2017,5709880.0
brandan wright,2018,490461.0
branden dawson,2016,525093.0
branden dawson,2017,874636.0
branden dawson,2018,874636.0
brandin podziemski,2024,3452017.0
brandon ashley,2016,525093.0
brandon ashley,2018,815615.0
brandon bass,2016,3000000.0
brandon bass,2017,980431.0
brandon clarke,2020,2478840.0
brandon clarke,2021,3172156.0
brandon clarke,2022,3153220.0
brandon clarke,2023,4605805.0
brandon clarke,2024,12871424.0
brandon goodwin,2019,630032.0
brandon goodwin,2020,522738.0
brandon goodwin,2021,2073716.0
brandon goodwin,2022,397769.0
brandon ingram,2017,5281680.0
brandon ingram,2018,5519400.0
brandon ingram,2019,5757120.0
brandon ingram,2020,7265485.0
brandon ingram,2021,33251996.0
brandon ingram,2022,34075017.0
brandon ingram,2023,33558751.0
brandon ingram,2024,34838724.0
brandon jennings,2016,8344497.0
brandon jennings,2017,5000000.0
brandon jennings,2018,2222803.0
brandon jennings,2019,2222803.0
brandon jennings,2020,2222803.0
brandon knight,2016,13500000.0
brandon knight,2017,12606250.0
brandon knight,2018,13618750.0
brandon knight,2019,14631250.0
brandon knight,2020,15643750.0
brandon knight,2022,317616.0
brandon miller,2024,11203662.0
brandon paul,2017,543471.0
brandon paul,2018,815615.0
brandon paul,2019,1378242.0
brandon paul,2020,1378242.0
brandon rush,2016,1270964.0
brandon rush,2017,3500000.0
brandon williams,2022,209065.0
brandon williams,2024,361087.0
braxton key,2022,147574.0
braxton key,2023,213968.0
braxton key,2024,576415.0
brendan haywood,2016,10522500.0
brian bowen,2021,457400.0
brian roberts,2016,2854940.0
brian roberts,2017,980431.0
briante weber,2017,128623.0
brice johnson,2017,1273920.0
brice johnson,2018,1331160.0
brice sensabaugh,2024,2521357.0
brodric thomas,2021,502346.0
brodric thomas,2022,534959.0
brook lopez,2016,19689000.0
brook lopez,2017,21165675.0
brook lopez,2018,22642650.0
brook lopez,2019,3382000.0
brook lopez,2020,12093023.0
brook lopez,2021,15474547.0
brook lopez,2022,15382110.0
brook lopez,2023,14745399.0
brook lopez,2024,25742849.0
bruce brown,2019,838464.0
bruce brown,2020,1416852.0
bruce brown,2021,2027733.0
bruce brown,2022,5476579.0
bruce brown,2023,6869606.0
bruce brown,2024,22653707.0
bruno caboclo,2016,1524000.0
bruno caboclo,2017,1589640.0
bruno caboclo,2018,2451225.0
bruno caboclo,2019,522151.0
bruno caboclo,2020,1845301.0
bruno caboclo,2021,2472230.0
bruno fernando,2020,1400000.0
bruno fernando,2021,1849950.0
bruno fernando,2022,2061329.0
bruno fernando,2023,2881217.0
bruno fernando,2024,2658229.0
bryce alford,2018,815615.0
bryce cotton,2016,700902.0
bryce dejean jones,2016,169883.0
bryce mcgowens,2023,1549139.0
bryce mcgowens,2024,1770967.0
bryn forbes,2017,543471.0
bryn forbes,2018,1312611.0
bryn forbes,2019,3125000.0
bryn forbes,2020,2875000.0
bryn forbes,2021,2848258.0
bryn forbes,2022,5203563.0
bryn forbes,2023,2436950.0
buddy boeheim,2023,539571.0
buddy boeheim,2024,172261.0
buddy hield,2017,3517200.0
buddy hield,2018,3675480.0
buddy hield,2019,3844760.0
buddy hield,2020,4861208.0
buddy hield,2021,30384192.0
buddy hield,2022,26680677.0
buddy hield,2023,22454514.0
buddy hield,2024,19895988.0
cade cunningham,2022,11621431.0
cade cunningham,2023,11189007.0
cade cunningham,2024,11383858.0
caleb homesley,2021,24373.0
caleb houstan,2023,2120576.0
caleb houstan,2024,2059427.0
caleb martin,2020,898310.0
caleb martin,2021,1849950.0
caleb martin,2022,975970.0
caleb martin,2023,6869606.0
caleb martin,2024,7005092.0
caleb swanigan,2018,1465920.0
caleb swanigan,2019,1740000.0
caleb swanigan,2020,2033160.0
cam reddish,2020,4245720.0
cam reddish,2021,5432926.0
cam reddish,2022,5400328.0
cam reddish,2023,6313436.0
cam reddish,2024,2229330.0
cam reynolds,2021,40581.0
cam thomas,2022,2354647.0
cam thomas,2023,2267065.0
cam thomas,2024,2306724.0
cameron bairstow,2016,845059.0
cameron bairstow,2017,980431.0
cameron bairstow,2018,980431.0
cameron johnson,2020,4033440.0
cameron johnson,2021,5161353.0
cameron johnson,2022,5130714.0
cameron johnson,2023,6242868.0
cameron johnson,2024,26442383.0
cameron jones,2017,543471.0
cameron jones,2018,543471.0
cameron mcgriff,2022,61489.0
cameron oliver,2018,815615.0
cameron oliver,2021,52489.0
cameron oliver,2022,98957.0
cameron payne,2016,2021520.0
cameron payne,2017,2112480.0
cameron payne,2018,3263294.0
cameron payne,2019,3263294.0
cameron payne,2020,1737145.0
cameron payne,2021,2409366.0
cameron payne,2022,7516258.0
cameron payne,2023,6361728.0
cameron payne,2024,9670523.0
cameron reynolds,2019,108953.0
cameron whitmore,2024,3313784.0
caris levert,2017,1562280.0
caris levert,2018,1702800.0
caris levert,2019,1702800.0
caris levert,2020,2625718.0
caris levert,2021,19747315.0
caris levert,2022,20236081.0
caris levert,2023,19929487.0
caris levert,2024,15841754.0
carl landry,2016,6500000.0
carl landry,2017,6500000.0
carl landry,2018,6500000.0
carlik jones,2022,122978.0
carlik jones,2023,649068.0
carmelo anthony,2016,22875000.0
carmelo anthony,2017,24559380.0
carmelo anthony,2018,26243760.0
carmelo anthony,2019,1512601.0
carmelo anthony,2020,1364204.0
carmelo anthony,2021,3125642.0
carmelo anthony,2022,3054712.0
caron butler,2016,1449187.0
caron butler,2017,1551659.0
caron butler,2018,1551659.0
carrick felix,2018,1312611.0
carsen edwards,2020,1228026.0
carsen edwards,2021,1849950.0
carsen edwards,2022,2150071.0
cartier martin,2016,1270964.0
cason wallace,2024,5448579.0
casper ware,2017,874636.0
casper ware,2018,874636.0
cassius stanley,2021,573625.0
cassius stanley,2022,296873.0
cassius winston,2021,547332.0
cassius winston,2022,534959.0
cedi osman,2018,2775000.0
cedi osman,2019,2775000.0
cedi osman,2020,2907143.0
cedi osman,2021,10773939.0
cedi osman,2022,9404960.0
cedi osman,2023,7873792.0
cedi osman,2024,6918485.0
chandler hutchison,2019,1990520.0
chandler hutchison,2020,2332320.0
chandler hutchison,2021,2977799.0
chandler hutchison,2022,4884626.0
chandler parsons,2016,15361500.0
chandler parsons,2017,22116750.0
chandler parsons,2018,23112004.0
chandler parsons,2019,24107258.0
chandler parsons,2020,25102511.0
channing frye,2016,8193029.0
channing frye,2017,7806971.0
channing frye,2018,7420912.0
channing frye,2019,1512601.0
charles bassey,2022,1069919.0
charles bassey,2023,2835996.0
charles bassey,2024,2677256.0
charles bediako,2024,221952.0
charlie brown,2021,265484.0
charlie brown,2022,498559.0
charlie brown,2024,576415.0
charlie villanueva,2016,947276.0
chase budinger,2016,206192.0
chasson randle,2017,143860.0
chasson randle,2018,1312611.0
chasson randle,2019,869094.0
chasson randle,2021,341144.0
chaundee brown,2022,175246.0
cheick diallo,2017,543471.0
cheick diallo,2018,1312611.0
cheick diallo,2019,1544951.0
cheick diallo,2020,1678854.0
cheick diallo,2022,118908.0
chet holmgren,2023,10487563.0
chet holmgren,2024,10694609.0
chima moneke,2023,530144.0
chimezie metu,2019,838464.0
chimezie metu,2020,1416852.0
chimezie metu,2021,1110099.0
chimezie metu,2022,2038404.0
chimezie metu,2023,2026061.0
chimezie metu,2024,2777404.0
chinanu onuaku,2017,543471.0
chinanu onuaku,2018,1312611.0
chinanu onuaku,2019,1544951.0
chinanu onuaku,2020,1544951.0
chris andersen,2016,5000000.0
chris andersen,2017,980431.0
chris andersen,2018,980431.0
chris babb,2016,947276.0
chris bosh,2016,22192730.0
chris bosh,2017,23741060.0
chris boucher,2019,457418.0
chris boucher,2020,1588231.0
chris boucher,2021,7921494.0
chris boucher,2022,8117559.0
chris boucher,2023,13455054.0
chris boucher,2024,12099139.0
chris chiozza,2019,90005.0
chris chiozza,2021,547332.0
chris chiozza,2022,534959.0
chris clemons,2020,563347.0
chris clemons,2021,1849950.0
chris clemons,2022,98957.0
chris copeland,2016,1150000.0
chris duarte,2022,4335609.0
chris duarte,2023,4174311.0
chris duarte,2024,4246952.0
chris johnson,2016,981348.0
chris johnson,2017,1050961.0
chris johnson,2018,1050961.0
chris kaman,2016,5016000.0
chris livingston,2024,1152829.0
chris mccullough,2016,1140240.0
chris mccullough,2017,1191480.0
chris mccullough,2018,1471382.0
chris paul,2016,21468695.0
chris paul,2017,22868827.0
chris paul,2018,24599495.0
chris paul,2019,35654150.0
chris paul,2020,38506482.0
chris paul,2021,50403633.0
chris paul,2022,35615504.0
chris paul,2023,30112179.0
chris paul,2024,31715190.0
chris silva,2020,466918.0
chris silva,2021,1849950.0
chris silva,2022,554641.0
chris silva,2023,223768.0
chris wright,2017,980431.0
chris wright,2018,980431.0
christian braun,2023,2977924.0
christian braun,2024,3036750.0
christian koloko,2023,1590432.0
christian koloko,2024,1770967.0
christian wood,2016,525093.0
christian wood,2017,874636.0
christian wood,2018,874636.0
christian wood,2019,1512601.0
christian wood,2020,1645357.0
christian wood,2021,15862334.0
christian wood,2022,15803416.0
christian wood,2023,15180630.0
christian wood,2024,2790369.0
chuck hayes,2016,947276.0
chuma okeke,2021,3803633.0
chuma okeke,2022,3789443.0
chuma okeke,2023,3640308.0
chuma okeke,2024,5423206.0
cj elleby,2021,1094762.0
cj elleby,2022,1755313.0
cj mccollum,2016,2525160.0
cj mccollum,2017,3219579.0
cj mccollum,2018,23962573.0
cj mccollum,2019,25759766.0
cj mccollum,2020,27556959.0
cj mccollum,2021,35773654.0
cj mccollum,2022,35689739.0
cj mccollum,2023,35342933.0
cj mccollum,2024,36866302.0
cj miles,2016,4394225.0
cj miles,2017,4583450.0
cj miles,2018,7936509.0
cj miles,2019,8333333.0
cj miles,2020,8333333.0
cj miles,2022,175557.0
cj watson,2016,5000000.0
cj watson,2017,5000000.0
cj watson,2018,5000000.0
cj wilcox,2016,1159680.0
cj wilcox,2017,1209600.0
cj williams,2017,543471.0
cj williams,2018,375000.0
cleanthony early,2016,845059.0
cliff alexander,2016,525093.0
cliff alexander,2017,874636.0
cliff alexander,2018,874636.0
clint capela,2016,1242720.0
clint capela,2017,1296240.0
clint capela,2018,2334528.0
clint capela,2019,13793104.0
clint capela,2020,14896552.0
clint capela,2021,21936446.0
clint capela,2022,20355703.0
clint capela,2023,19304553.0
clint capela,2024,21228583.0
coby white,2020,5307120.0
coby white,2021,6791377.0
coby white,2022,6750479.0
coby white,2023,7860927.0
coby white,2024,11441266.0
cody martin,2020,1173310.0
cody martin,2021,1849950.0
cody martin,2022,2061329.0
cody martin,2023,7422016.0
cody martin,2024,7784637.0
cody zeller,2016,4204200.0
cody zeller,2017,5318313.0
cody zeller,2018,13528090.0
cody zeller,2019,13528090.0
cody zeller,2020,14471910.0
cody zeller,2021,18787018.0
cody zeller,2022,2763255.0
cody zeller,2023,788771.0
cody zeller,2024,3291427.0
colby jones,2024,2079719.0
cole aldrich,2016,1100602.0
cole aldrich,2017,7643979.0
cole aldrich,2018,7300000.0
cole aldrich,2021,835217.0
cole anthony,2021,4003547.0
cole anthony,2022,3988705.0
cole anthony,2023,3831541.0
cole anthony,2024,5704379.0
cole swider,2023,539571.0
cole swider,2024,576415.0
colin castleton,2024,576415.0
collin gillespie,2023,539571.0
collin gillespie,2024,576415.0
collin sexton,2019,4068600.0
collin sexton,2020,4764960.0
collin sexton,2021,6083561.0
collin sexton,2022,7342426.0
collin sexton,2023,17706809.0
collin sexton,2024,18045737.0
corey brewer,2016,8229375.0
corey brewer,2017,7612172.0
corey brewer,2018,7579366.0
corey brewer,2019,2000000.0
corey hawkins,2016,525093.0
corey kispert,2022,3912663.0
corey kispert,2023,3767033.0
corey kispert,2024,3832636.0
cory jefferson,2016,49709.0
cory jefferson,2017,980431.0
cory jefferson,2018,980431.0
cory joseph,2016,7000000.0
cory joseph,2017,7315000.0
cory joseph,2018,7945000.0
cory joseph,2019,7945000.0
cory joseph,2020,12000000.0
cory joseph,2021,15355512.0
cory joseph,2022,8452900.0
cory joseph,2023,5466314.0
cory joseph,2024,3291427.0
courtney lee,2016,5675000.0
courtney lee,2017,11242000.0
courtney lee,2018,12253780.0
courtney lee,2019,12253780.0
courtney lee,2020,12759670.0
craig porter,2024,1544570.0
craig sword,2022,61489.0
cristiano felicio,2016,525093.0
cristiano felicio,2017,874636.0
cristiano felicio,2018,8470980.0
cristiano felicio,2019,8740980.0
cristiano felicio,2020,8156500.0
cristiano felicio,2021,9175552.0
dahntay jones,2017,5767.0
dairis bertans,2019,194220.0
dairis bertans,2020,1416852.0
daishen nix,2022,1067398.0
daishen nix,2023,1657779.0
daishen nix,2024,576415.0
dakari johnson,2018,815615.0
dakari johnson,2019,1378242.0
dakari johnson,2020,1378242.0
dakari johnson,2021,559883.0
dakota mathias,2021,104968.0
dakota mathias,2022,197915.0
dalano banton,2022,1069919.0
dalano banton,2023,1657779.0
dalano banton,2024,2079719.0
dalen terry,2023,3383803.0
dalen terry,2024,3450324.0
damian jones,2017,1171560.0
damian jones,2018,1312611.0
damian jones,2019,1544951.0
damian jones,2020,2305057.0
damian jones,2021,1812540.0
damian jones,2022,2286111.0
damian jones,2023,2436950.0
damian jones,2024,2663525.0
damian lillard,2016,4236287.0
damian lillard,2017,24328425.0
damian lillard,2018,26153057.0
damian lillard,2019,27977689.0
damian lillard,2020,29802321.0
damian lillard,2021,38543497.0
damian lillard,2022,45496378.0
damian lillard,2023,45054279.0
damian lillard,2024,46996232.0
damien inglis,2016,855000.0
damien wilkins,2016,947276.0
damien wilkins,2018,1471382.0
damion lee,2020,842327.0
damion lee,2021,2148304.0
damion lee,2022,2209618.0
damion lee,2023,2261889.0
damion lee,2024,2603356.0
damjan rudez,2016,1149500.0
damjan rudez,2017,980431.0
damjan rudez,2018,1471382.0
damyean dotson,2018,1378242.0
damyean dotson,2019,1378242.0
damyean dotson,2020,1618520.0
damyean dotson,2021,2437382.0
